	cluster_n	completeness	contamination	data_frac	f1_macro	hash	homogeneity	in_f1	min_cluster_sizes_	mix_ratios_	n_comps_	out_f1	out_prec	out_rec	seed	time	umap_metrics_	v_measure
83	4.0	0.056666613645678585	0.1	0.15	0.5047474229720208	3|0.3|cosine|90	0.1272509012517201	0.9054365733113673	90.0	0.3	3.0	0.10405827263267428	0.09930486593843098	0.1092896174863388	44.0	12.478292659001454	cosine	0.07841425718826533
84	6.0	0.053759387524087585	0.1	0.15	0.545011860128767	45|0.0|cosine|45	0.12995933373394195	0.9131246567819878	45.0	0.0	45.0	0.1768990634755463	0.16881827209533268	0.18579234972677597	44.0	62.17510544600009	cosine	0.07605685622819851
85	7.0	0.033589698232740606	0.1	0.15	0.5225788165700085	200|0.0|cosine|45	0.15455350478550114	0.9088412959912135	45.0	0.0	200.0	0.1363163371488033	0.1300893743793446	0.1431693989071038	42.0	161.41570138899988	cosine	0.05518568306774359
86	9.0	0.031108842061459543	0.1	0.15	0.5122251041582737	200|0.0|cosine|45	0.16007995741672384	0.9068643602416254	45.0	0.0	200.0	0.11758584807492196	0.11221449851042702	0.12349726775956284	44.0	158.71699680500024	cosine	0.0520940779593136
87	7.0	0.039873542902170066	0.1	0.15	0.5237292290602013	200|0.0|cosine|45	0.1812785463391444	0.9090609555189456	45.0	0.0	200.0	0.13839750260145683	0.1320754716981132	0.1453551912568306	43.0	163.50469864700062	cosine	0.06536875070449537
88	8.0	0.04153544915362215	0.1	0.15	0.5346581477170324	3|0.0|cosine|45	0.18734437302220014	0.9111477210323997	45.0	0.0	3.0	0.15816857440166493	0.1509433962264151	0.16612021857923498	42.0	41.5463525640007	cosine	0.06799579452576844
89	4.0	0.09344903705293807	0.1	0.15	0.48749123561912955	200|0.15|cosine|45	0.2121935515824926	0.9021416803953871	45.0	0.15	200.0	0.072840790842872	0.06951340615690169	0.07650273224043716	44.0	65.78847217500152	cosine	0.12975471221308868
90	5.0	0.16357510481754456	0.1	0.15	0.5047474229720208	3|0.0|cosine|90	0.21230830595667274	0.9054365733113673	90.0	0.0	3.0	0.10405827263267428	0.09930486593843098	0.1092896174863388	42.0	41.28743740400023	cosine	0.18478258100812234
91	3.0	0.09613989112823801	0.1	0.15	0.5777986160992605	45|0.3|cosine|15	0.2179701259145225	0.9193849533223504	15.0	0.3	45.0	0.23621227887617063	0.22542204568023833	0.24808743169398906	44.0	20.222162324000237	cosine	0.1334285634818057
92	3.0	0.09623670692611076	0.1	0.15	0.534082941471936	15|0.3|cosine|15	0.21817619210593178	0.9110378912685339	15.0	0.3	15.0	0.1571279916753382	0.1499503475670308	0.1650273224043716	44.0	15.349002851002297	cosine	0.1335604125822687
93	3.0	0.09630132214212987	0.1	0.15	0.5231540228151048	200|0.3|cosine|15	0.2183136535768716	0.9089511257550796	15.0	0.3	200.0	0.13735691987513007	0.13108242303872888	0.14426229508196722	44.0	65.82517503499912	cosine	0.13364839631733968
94	4.0	0.09630132214212987	0.1	0.15	0.5024465979916353	3|0.15|cosine|90	0.2183136535768716	0.9049972542559032	90.0	0.15	3.0	0.09989594172736734	0.09533267130089375	0.10491803278688525	44.0	10.777620359000139	cosine	0.13364839631733968
95	5.0	0.08986150930231465	0.1	0.15	0.497269741785768	45|0.15|cosine|45	0.22057080578911556	0.9040087863811094	45.0	0.15	45.0	0.09053069719042664	0.08639523336643495	0.09508196721311475	44.0	18.14841493300264	cosine	0.12769821022273348
96	6.0	0.08898074808519507	0.1	0.15	0.5668696974424293	45|0.15|cosine|15	0.22057080578911556	0.9172981878088962	15.0	0.15	45.0	0.21644120707596254	0.20655412115193644	0.2273224043715847	44.0	17.283046747001208	cosine	0.12680637560513675
97	5.0	0.08774767870604429	0.1	0.15	0.4858139152043583	3|0.15|cosine|45	0.22062128947171739	0.901872494646093	45.0	0.15	3.0	0.06975533576262365	0.06660039761431412	0.073224043715847	44.0	10.540348706002987	cosine	0.12555741998733025
98	6.0	0.08915560230947324	0.1	0.15	0.5457394163189107	200|0.15|cosine|15	0.2206371112256203	0.9133538326378212	15.0	0.15	200.0	0.17812500000000003	0.1701492537313433	0.18688524590163935	44.0	62.194517019997875	cosine	0.1269948173969177
99	23.0	0.03259141776071375	0.1	0.15	0.529481291511165	200|0.0|cosine|15	0.2242656807274195	0.9101592531576056	15.0	0.0	200.0	0.14880332986472425	0.1420059582919563	0.15628415300546447	42.0	159.65882976899957	cosine	0.05691208483627608
100	5.0	0.06893949566978039	0.1	0.15	0.5864267097757061	15|0.0|cosine|90	0.22832854175964346	0.9210323997803405	90.0	0.0	15.0	0.2518210197710718	0.24031777557100298	0.2644808743169399	44.0	48.0790150119974	cosine	0.10590344425887588
101	28.0	0.028294141457711076	0.1	0.15	0.5174019603641411	200|0.0|cosine|15	0.2307151076390858	0.9078528281164195	15.0	0.0	200.0	0.12695109261186263	0.1211519364448858	0.13333333333333333	44.0	156.49695252899983	cosine	0.050406585206783344
102	9.0	0.06863119398201235	0.1	0.15	0.48979206059951513	45|0.0|cosine|45	0.23153551124369845	0.9025809994508512	45.0	0.0	45.0	0.07700312174817898	0.07348560079443893	0.08087431693989071	43.0	71.51090357299836	cosine	0.10587822239606316
103	5.0	0.0979186602298849	0.1	0.15	0.5197027853445266	3|0.15|cosine|45	0.23674723262434427	0.9082921471718837	45.0	0.15	3.0	0.13111342351716962	0.12512413108242304	0.1377049180327869	42.0	10.648196807000204	cosine	0.13853800059515528
104	24.0	0.028982697478128237	0.1	0.15	0.5691705224228149	45|0.0|cosine|15	0.23717720405601114	0.9177375068643602	15.0	0.0	45.0	0.22060353798126953	0.21052631578947367	0.23169398907103825	44.0	62.483024273999035	cosine	0.05165342423289071
105	29.0	0.03063983364519095	0.1	0.15	0.5243044353052977	200|0.0|cosine|15	0.24292606769455377	0.9091707852828117	15.0	0.0	200.0	0.13943808532778357	0.13306852035749753	0.146448087431694	43.0	165.1690843920005	cosine	0.05441624314864964
106	3.0	0.10801914584442045	0.1	0.15	0.5524895413150199	15|0.4|cosine|15	0.24498128606527975	0.914552443712246	15.0	0.4	15.0	0.19042663891779396	0.1817279046673287	0.2	44.0	16.839701409000554	cosine	0.14992995405404186
107	3.0	0.10805245576575927	0.1	0.15	0.5651440787071402	45|0.4|cosine|15	0.2450520416029873	0.9169686985172982	15.0	0.4	45.0	0.2133194588969823	0.2035749751737835	0.22404371584699453	44.0	22.0724830629988	cosine	0.149975291070645
108	3.0	0.10808578062289459	0.1	0.15	0.5720465536482968	200|0.4|cosine|15	0.24512281398740077	0.9182866556836904	15.0	0.4	200.0	0.22580645161290322	0.21549155908639522	0.2371584699453552	44.0	68.40147397799956	cosine	0.15002064560484812
109	4.0	0.10875543027269714	0.1	0.15	0.5692576558818827	15|0.15|cosine|15	0.24654181193272562	0.9177969359178518	15.0	0.15	15.0	0.22071837584591358	0.21073558648111332	0.23169398907103825	43.0	13.21805637700163	cosine	0.15093143234391657
110	5.0	0.10678951322671482	0.1	0.15	0.6163374345207175	45|0.15|cosine|15	0.24875473475535703	0.9267435475013728	15.0	0.15	45.0	0.3059313215400624	0.2919563058589871	0.32131147540983607	43.0	16.714854638998077	cosine	0.14942948557392852
111	5.0	0.10681217104095618	0.1	0.15	0.6301423844030307	200|0.15|cosine|15	0.24896976556378012	0.9293794618341571	15.0	0.15	200.0	0.3309053069719043	0.3157894736842105	0.3475409836065574	43.0	58.798637395000696	cosine	0.14949045157944216
112	4.0	0.1202224825346745	0.1	0.15	0.48173917316816584	15|0.15|cosine|90	0.2588004568848642	0.9010433827567271	90.0	0.15	15.0	0.062434963579604576	0.05958291956305859	0.06557377049180328	44.0	14.215905941000528	cosine	0.1641781020191331
113	6.0	0.06808338832126412	0.1	0.15	0.5151011353837556	3|0.0|cosine|90	0.26468824882170794	0.9074135090609555	90.0	0.0	3.0	0.12278876170655566	0.11717974180734857	0.12896174863387977	43.0	42.16569201099992	cosine	0.10830774511507558
114	8.0	0.06131687799152876	0.1	0.15	0.4736862857368166	3|0.0|cosine|45	0.27887812913049836	0.899505766062603	45.0	0.0	3.0	0.04786680541103018	0.04568023833167825	0.05027322404371585	43.0	42.341530032001174	cosine	0.1005302009753886
